customerid,customerid of PerfDemoCombined_train,Max(loannumber),Mean(loannumber),Sum(loannumber),Max(durationforapproval),Mean(durationforapproval),Sum(durationforapproval),Max(Interestrate),Mean(Interestrate),Sum(Interestrate),Max(referral_recode),Mean(referral_recode),Sum(referral_recode),Max(churn_flag),Mean(churn_flag),Sum(churn_flag),Max(AgeAtTimeofLoan),Pct_default,Mean(AgeAtTimeofLoan),Sum(AgeAtTimeofLoan),systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,good_bad_flag,birthdate,bank_account_type,bank_account_recode,longitude_gps,latitude_gps,bank_name_clients,bank_branch_clients,employment_status_clients,employment_status_clients_recode,level_of_education_clients,Validation
8a858e5856b7840c0156c2fa23987086,8a858e5856b7840c0156c2fa23987086,7,4,28,1.019444444,1.005119048,7.035833333,365,365,2555,0,0,0,1,0.428571429,3,30,42.85714286,29.4,206,301976825,7,12:52.0,11:42.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3555608,6.4896021,Access Bank,,Unemployed,ContractRetiredUnemployed,Graduate,Training
8a858e5856b7840c0156c2043cdf22c2,8a858e5856b7840c0156c2043cdf22c2,7,4,28,1.019722222,1.00468254,7.032777778,365,365,2555,0,0,0,1,0.428571429,3,31,42.85714286,30.7,215,301973685,7,14:03.0,12:52.0,10000,13000,30,,Good,00:00.0,Other,Other,3.3673915,6.5366089,First Bank,,Permanent,Permanent,,Test
8a858e35589c0ac00158b072c1a97520,8a858e35589c0ac00158b072c1a97520,7,4,28,1.004444444,1.00218254,7.015277778,365,351.9642857,2463.75,0,0,0,1,0.857142857,6,29,85.71428571,29.2,204,301976196,7,50:57.0,50:52.0,20000,22250,15,,Good,00:00.0,Savings,Savings,3.2444416,6.5445045,GT Bank,,Permanent,Permanent,,Training
8a858e51584a1fc701584f9840341f42,8a858e51584a1fc701584f9840341f42,7,4,28,1.004166667,1.002738095,7.019166667,365,325.8928571,2281.25,0,0,0,1,0.714285714,5,34,71.42857143,33.4,234,301971037,7,26:41.0,26:35.0,20000,24500,30,,Good,00:00.0,Other,Other,3.3436996,6.5985672,Zenith Bank,,Permanent,Permanent,Graduate,Validation
8a858e64590ae20001592d0712656fd5,8a858e64590ae20001592d0712656fd5,7,4,28,1.003888889,1.002222222,7.015555556,365,283.3095238,1983.166667,0,0,0,1,0.714285714,5,29,71.42857143,28.9,202,301966823,7,04:14.0,04:09.0,20000,23000,30,,Good,00:00.0,Savings,Savings,3.2859833,7.1278633,Diamond Bank,,Student,Student,,Validation
8a858e64590ae200015930db55c7084a,8a858e64590ae200015930db55c7084a,7,4,28,2.067777778,1.15468254,8.082777778,365,319.8095238,2238.666667,0,0,0,1,0.571428571,4,30,57.14285714,29.6,207,301988872,7,05:17.0,05:05.0,20000,24500,30,,Good,00:00.0,Savings,Savings,7.0010413,4.7993339,GT Bank,,Unemployed,ContractRetiredUnemployed,,Training
8a858e71570f2c6b01571b8a24c8492f,8a858e71570f2c6b01571b8a24c8492f,7,4,28,1.019444444,1.005277778,7.036944444,365,253.4722222,1774.305556,0,0,0,1,1,7,33,100,32.8,229,301975163,7,36:10.0,35:00.0,30000,34500,30,,Good,00:00.0,Savings,Savings,7.0238027,4.8027958,First Bank,,Permanent,Permanent,,Training
8a858e705668e16701568b566c6857c5,8a858e705668e16701568b566c6857c5,7,4,28,1.011944444,1.005119048,7.035833333,365,267.0873016,1869.611111,0,0,0,1,1,7,53,100,52.2,366,301993415,7,38:59.0,38:41.0,30000,39000,60,,Good,00:00.0,Other,Other,3.3900772,6.5860832,GT Bank,,Self-Employed,Self-Employed,,Training
8a858e705668e1670156810ee20960b7,8a858e705668e1670156810ee20960b7,7,4,28,16.665,3.242301587,22.69611111,365,260.7142857,1825,0,0,0,1,1,7,53,100,52.2,365,301995489,7,31:03.0,30:56.0,30000,34500,30,,Good,00:00.0,Savings,Savings,3.4258698,6.4301778,First Bank,,Permanent,Permanent,Graduate,Validation
8a858e985885ff6d0158aa2ce6772cff,8a858e985885ff6d0158aa2ce6772cff,7,4,28,1.989722222,1.148134921,8.036944444,365,345.8809524,2421.166667,0,0,0,1,0.571428571,4,34,57.14285714,33.7,236,301995957,7,05:16.0,05:10.0,10000,13000,30,,Good,00:00.0,Savings,Savings,7.6496759,9.0067811,GT Bank,,,Unknown,,Training
8a858ea555d9e6020155ef96851d0817,8a858ea555d9e6020155ef96851d0817,7,4,28,1.002777778,1.002063492,7.014444444,365,287.6547619,2013.583333,0,0,0,1,1,7,29,100,28.5,199,301967247,7,28:53.0,28:47.0,30000,34500,30,,Good,00:00.0,Other,Other,3.372619,6.5179845,Zenith Bank,,Permanent,Permanent,,Training
8a858ea4582fcdc801583f1e99c55e55,8a858ea4582fcdc801583f1e99c55e55,7,4,28,1.011388889,1.003769841,7.026388889,365,351.9642857,2463.75,0,0,0,1,0.857142857,6,26,85.71428571,25.7,180,301976090,7,41:54.0,41:47.0,20000,24500,30,,Good,00:00.0,Other,Other,8.8579,9.8389917,Diamond Bank,,Self-Employed,Self-Employed,Secondary,Test
8a858eac5ad81473015ad82f9d060702,8a858eac5ad81473015ad82f9d060702,7,4,28,1.019444444,1.00484127,7.033888889,365,299.8214286,2098.75,0,0,0,1,0.857142857,6,38,85.71428571,37.6,263,301982190,7,57:46.0,56:36.0,30000,34500,30,,Good,00:00.0,Savings,Savings,3.8590087,7.3511715,GT Bank,,Permanent,Permanent,,Training
8a858eae5a42129d015a421fa6270603,8a858eae5a42129d015a421fa6270603,7,4,28,1.018333333,1.004365079,7.030555556,365,325.8928571,2281.25,0,0,0,1,0.571428571,4,32,57.14285714,31.5,220,301974774,7,20:19.0,20:12.0,20000,22250,15,,Good,00:00.0,Savings,Savings,3.5504369,6.4290849,Access Bank,,Permanent,Permanent,,Training
8a858eb25b5d2e82015b5d35c1bb094d,8a858eb25b5d2e82015b5d35c1bb094d,7,4,28,1.020277778,1.004761905,7.033333333,365,258.9761905,1812.833333,1,1,7,1,1,7,33,100,32.7,229,301974931,7,13:24.0,12:11.0,30000,34500,30,8a858e5f5a41b97f015a4212766e2f84,Good,00:00.0,Savings,Savings,4.0051237,7.4348994,Heritage Bank,,Permanent,Permanent,,Validation
8a858eb45876dcc501587dae11f2283e,8a858eb45876dcc501587dae11f2283e,7,4,28,1.003888889,1.002738095,7.019166667,365,300.6904762,2104.833333,0,0,0,1,0.428571429,3,28,42.85714286,28.1,196,302003197,7,59:40.0,59:34.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,6.9744361,4.8113433,Access Bank,,Permanent,Permanent,,Training
8a858eb4588604f701589b8ee6830979,8a858eb4588604f701589b8ee6830979,7,4,28,1.018611111,1.004444444,7.031111111,365,293.4484127,2054.138889,0,0,0,1,0.714285714,5,40,71.42857143,39.8,279,301967905,7,34:52.0,34:47.0,10000,11500,30,,Good,00:00.0,Savings,Savings,6.2905478,4.9305353,GT Bank,,Permanent,Permanent,,Training
8a858eb4588604f701589223c5ab045f,8a858eb4588604f701589223c5ab045f,7,4,28,1.007777778,1.003492064,7.024444444,365,365,2555,0,0,0,1,0.285714286,2,23,28.57142857,22.7,159,301970935,7,10:52.0,10:38.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3901783,6.62935,Diamond Bank,,Permanent,Permanent,,Test
8a858ebd5b254c8b015b2a8321e316b1,8a858ebd5b254c8b015b2a8321e316b1,7,4,28,1.019722222,1.00452381,7.031666667,365,283.8883095,1987.218167,0,0,0,1,0.857142857,6,33,85.71428571,32.9,230,301977604,7,20:37.0,19:26.0,30000,34500,30,,Bad,00:00.0,Savings,Savings,7.2725366,9.1113256,EcoBank,,,Unknown,,Validation
8a858ebd590802ef01590d7e572c4cad,8a858ebd590802ef01590d7e572c4cad,7,4,28,1.003055556,1.00202381,7.014166667,365,287.6547619,2013.583333,0,0,0,1,1,7,27,100,26.9,188,301962430,7,25:09.0,25:04.0,30000,39000,60,,Good,00:00.0,Savings,Savings,6.9140375,6.0292116,Access Bank,,Unemployed,ContractRetiredUnemployed,,Validation
8a858ec95aa3cc45015aa531200a7925,8a858ec95aa3cc45015aa531200a7925,7,4,28,1.004722222,1.002301587,7.016111111,365,332.8452381,2329.916667,0,0,0,1,0.571428571,4,43,57.14285714,42.6,298,301970096,7,11:44.0,11:38.0,20000,24500,30,,Bad,00:00.0,Savings,Savings,7.4099902,9.0636258,First Bank,,Permanent,Permanent,,Validation
8a858ec559dbb41a0159dd81258b41c4,8a858ec559dbb41a0159dd81258b41c4,7,4,28,1.018333333,1.004365079,7.030555556,365,292.2902619,2046.031833,0,0,0,1,0.857142857,6,34,85.71428571,33.9,237,301982618,7,06:03.0,05:55.0,30000,38500.2,60,,Good,00:00.0,Savings,Savings,3.8672004,7.4475187,GT Bank,,,Unknown,,Validation
8a858ec655f96b32015607c12d57059e,8a858ec655f96b32015607c12d57059e,7,4,28,1.003888889,1.002539683,7.017777778,365,281.281746,1968.972222,0,0,0,1,0.428571429,3,31,42.85714286,30.4,213,301967125,7,01:36.0,01:25.0,20000,24500,30,,Good,00:00.0,Other,Other,3.376451,6.502966,GT Bank,,Permanent,Permanent,Graduate,Training
8a858ec45577f83e0155825234ae7d29,8a858ec45577f83e0155825234ae7d29,7,4,28,1.018888889,1.004761905,7.033333333,365,273.75,1916.25,0,0,0,1,0.714285714,5,37,71.42857143,36.3,254,301984673,7,31:44.0,31:37.0,30000,39000,60,,Good,00:00.0,Other,Other,7.4704878,9.0734216,Stanbic IBTC,,Permanent,Permanent,Graduate,Training
8a858ecc5a94fab9015aa06814d84c2d,8a858ecc5a94fab9015aa06814d84c2d,7,4,28,1.018611111,1.004563492,7.031944444,365,299.8214286,2098.75,0,0,0,1,0.571428571,4,27,57.14285714,26.7,187,301984881,7,01:22.0,01:13.0,30000,39000,60,,Bad,00:00.0,Savings,Savings,3.663116,6.4663605,GT Bank,,Permanent,Permanent,,Validation
8a858ed25b1b19eb015b1b59dc1b15a7,8a858ed25b1b19eb015b1b59dc1b15a7,7,4,28,1.018611111,1.004444444,7.031111111,365,299.8214286,2098.75,0,0,0,1,0.428571429,3,29,42.85714286,28.4,199,301982633,7,15:30.0,15:23.0,30000,34500,30,,Good,00:00.0,Savings,Savings,3.9233057,7.7805084,UBA,,,Unknown,,Test
8a858ed759d079530159d127708943f6,8a858ed759d079530159d127708943f6,7,4,28,1.002777778,1.001984127,7.013888889,365,293.7380952,2056.166667,0,0,0,1,1,7,39,100,38.6,270,301966087,7,42:00.0,41:55.0,30000,34500,30,,Good,00:00.0,Savings,Savings,3.3611097,6.6235908,GT Bank,,Permanent,Permanent,,Training
8a858eda552adcc201553e25379825f0,8a858eda552adcc201553e25379825f0,7,4,28,1.019722222,1.006150794,7.043055556,365,260.1349206,1820.944444,0,0,0,1,0.428571429,3,33,42.85714286,32.3,226,302000160,7,42:16.0,41:05.0,15000,17250,30,,Good,00:00.0,Other,Other,6.3270935,4.9401962,Access Bank,,Permanent,Permanent,,Validation
8a858edb552adcfd01553aaa3b64672b,8a858edb552adcfd01553aaa3b64672b,7,4,28,1.006388889,1.00281746,7.019722222,365,356.3095238,2494.166667,0,0,0,1,0.714285714,5,30,71.42857143,29.4,206,301990131,7,54:23.0,54:00.0,10000,13000,30,,Good,00:00.0,Other,Other,7.4666976,9.0823239,First Bank,,Permanent,Permanent,,Training
8a858edc554f009d01555ef4a344093f,8a858edc554f009d01555ef4a344093f,7,4,28,1.02,1.007222222,7.050555556,365,225.952381,1581.666667,0,0,0,1,0.857142857,6,29,85.71428571,28.9,202,301997815,7,34:04.0,32:53.0,40000,48000,60,,Good,00:00.0,Other,Other,3.3113522,6.6659628,Diamond Bank,,Permanent,Permanent,,Test
8a858edd56236fc8015623c3a4f40467,8a858edd56236fc8015623c3a4f40467,7,4,28,1.018611111,1.006825397,7.047777778,365,281.5714286,1971,0,0,0,1,1,7,25,100,24.1,169,301988942,7,49:14.0,49:07.0,10000,10750,15,,Good,00:00.0,Other,Other,3.3292904,6.6701801,GT Bank,,Permanent,Permanent,,Test
8a858edf594a45ed01594bd668493b10,8a858edf594a45ed01594bd668493b10,7,4,28,1.020277778,1.006865079,7.048055556,365,286.7857143,2007.5,0,0,0,1,1,7,34,100,33.6,235,301959902,7,05:57.0,04:51.0,30000,34500,30,,Good,00:00.0,Savings,Savings,3.3743517,6.446516,Zenith Bank,,Permanent,Permanent,,Training
8a858ee05a6b7d75015a704d99b22ed7,8a858ee05a6b7d75015a704d99b22ed7,7,4,28,1.018611111,1.004563492,7.031944444,365,261.5833333,1831.083333,0,0,0,1,1,7,28,100,27.8,195,301999288,7,20:22.0,20:16.0,30000,39000,60,,Good,00:00.0,Savings,Savings,7.0117095,4.8795201,GT Bank,,Permanent,Permanent,,Training
8a858ee45a1e6afb015a1fb42e13541f,8a858ee45a1e6afb015a1fb42e13541f,7,4,28,1.018333333,1.004365079,7.030555556,365,248.5476191,1739.833333,0,0,0,1,1,7,29,100,28.9,202,301984459,7,02:39.0,02:32.0,25000,28750,30,,Good,00:00.0,Savings,Savings,3.2506626,6.6717025,Zenith Bank,,,Unknown,,Test
8a858ee75a6156c0015a635f394a5f79,8a858ee75a6156c0015a635f394a5f79,7,4,28,1.005,1.002619048,7.018333333,365,289.3928571,2025.75,0,0,0,1,0.857142857,6,35,85.71428571,34.8,243,302001727,7,47:49.0,47:42.0,30000,34500,30,,Good,00:00.0,Savings,Savings,3.9395519,7.4118193,Access Bank,,Permanent,Permanent,,Training
8a858ee75afc09f4015affcf7ccf4a2b,8a858ee75afc09f4015affcf7ccf4a2b,7,4,28,1.004166667,1.002460318,7.017222222,365,299.8214286,2098.75,0,0,0,1,1,7,35,100,34.7,243,301963961,7,45:13.0,45:00.0,30000,34500,30,,Good,00:00.0,Savings,Savings,3.6630767,6.8263933,Fidelity Bank,,Permanent,Permanent,,Training
8a858ee159de9b420159dee292301739,8a858ee159de9b420159dee292301739,7,4,28,1.005833333,1.003174603,7.022222222,365,293.7380952,2056.166667,0,0,0,1,0.714285714,5,29,71.42857143,28.4,199,301964205,7,20:33.0,20:28.0,20000,23000,30,,Good,00:00.0,Savings,Savings,4.5661847,7.7837704,UBA,,Permanent,Permanent,,Test
8a858ee758b4c54a0158cafdc6c6740f,8a858ee758b4c54a0158cafdc6c6740f,7,4,28,1.018888889,1.004880952,7.034166667,365,293.7380952,2056.166667,0,0,0,1,1,7,35,100,34.8,244,301960981,7,33:09.0,32:01.0,30000,39000,60,,Good,00:00.0,Savings,Savings,3.3579868,6.5933462,GT Bank,,Permanent,Permanent,,Validation
8a858ee758b4c54a0158d3914a3840b8,8a858ee758b4c54a0158d3914a3840b8,7,4,28,1.019722222,1.004880952,7.034166667,365,326.7619048,2287.333333,0,0,0,1,0.428571429,3,46,42.85714286,45.9,321,301995278,7,17:57.0,16:46.0,10000,13000,30,,Good,00:00.0,Current,Other,3.3975192,6.6032763,GT Bank,,Permanent,Permanent,,Validation
8a858eee58c2b6220158c4d7791c1a49,8a858eee58c2b6220158c4d7791c1a49,7,4,28,1.019444444,1.006944444,7.048611111,365,293.7380952,2056.166667,0,0,0,1,0.714285714,5,49,71.42857143,48.5,340,301973336,7,20:44.0,20:39.0,30000,34500,30,,Good,00:00.0,Savings,Savings,5.2356403,7.6558476,First Bank,,Permanent,Permanent,,Test
8a858eee5872716901587b2be55c4193,8a858eee5872716901587b2be55c4193,7,4,28,1.018611111,1.004563492,7.031944444,365,293.7380952,2056.166667,0,0,0,1,1,7,23,100,23,161,301970938,7,14:53.0,14:47.0,30000,39000,60,,Good,00:00.0,Savings,Savings,3.5239511,6.437699,GT Bank,,Permanent,Permanent,,Test
8a858eef5554890501556a2471a71e26,8a858eef5554890501556a2471a71e26,7,4,28,1.018888889,1.004285714,7.03,365,365,2555,0,0,0,1,0.285714286,2,31,28.57142857,30.7,215,301969511,7,27:11.0,27:06.0,10000,13000,30,,Bad,00:00.0,Other,Other,3.3217367,6.6305389,Access Bank,,Permanent,Permanent,,Test
8a858eef5554890501557311a4ae79d6,8a858eef5554890501557311a4ae79d6,7,4,28,1.014444444,1.004246032,7.029722222,365,365,2555,0,0,0,1,0.714285714,5,24,71.42857143,23.6,165,301979426,7,12:12.0,12:04.0,10000,13000,30,,Good,00:00.0,Other,Other,3.5785802,6.4872452,GT Bank,,Permanent,Permanent,,Test
8a858ef45bcf0c76015bcf1a864d0462,8a858ef45bcf0c76015bcf1a864d0462,7,4,28,1.003055556,1.001984127,7.013888889,365,299.8214286,2098.75,0,0,0,1,0.714285714,5,36,71.42857143,35.5,248,301981134,7,26:31.0,26:25.0,30000,34500,30,,Good,00:00.0,Savings,Savings,3.9107725,7.482156,Access Bank,,,Unknown,,Test
8a858ef7599330e0015993a222542644,8a858ef7599330e0015993a222542644,7,4,28,1.002777778,1.001944444,7.013611111,365,299.8214286,2098.75,0,0,0,1,0.571428571,4,44,57.14285714,44,308,301972462,7,03:10.0,03:04.0,10000,11500,30,,Good,00:00.0,Savings,Savings,3.4128802,6.442082,GT Bank,,Permanent,Permanent,,Training
8a858ef7599330e0015993c3e1af2ecc,8a858ef7599330e0015993c3e1af2ecc,7,4,28,1.018055556,1.00452381,7.031666667,365,351.9642857,2463.75,0,0,0,1,0.285714286,2,38,28.57142857,37.4,262,301999779,7,01:12.0,00:07.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.3243648,6.4938396,UBA,,Permanent,Permanent,,Test
8a858f0d5a859ac0015a85ce61751c43,8a858f0d5a859ac0015a85ce61751c43,7,4,28,1.018333333,1.004285714,7.03,365,324.1547619,2269.083333,0,0,0,1,0.714285714,5,29,71.42857143,29,203,301969634,7,43:56.0,43:49.0,15000,18375,30,,Good,00:00.0,Savings,Savings,3.3634315,6.5101981,Access Bank,,Permanent,Permanent,,Training
8a858f0d58a18ebc0158ab6deec27309,8a858f0d58a18ebc0158ab6deec27309,7,4,28,1.020277778,1.005396825,7.037777778,365,293.7380952,2056.166667,0,0,0,1,1,7,27,100,26.6,187,301978801,7,45:34.0,44:21.0,30000,39000,60,,Good,00:00.0,Savings,Savings,7.4450653,9.0768353,Zenith Bank,,,Unknown,,Training
8a858f0e5a6171ba015a6a0391d80c8c,8a858f0e5a6171ba015a6a0391d80c8c,7,4,28,1.006666667,1.003015873,7.021111111,365,299.8214286,2098.75,0,0,0,1,1,7,35,100,35.3,247,301970840,7,51:52.0,51:47.0,30000,34500,30,,Good,00:00.0,Savings,Savings,4.6013742,8.4889655,UBA,,Permanent,Permanent,,Training
8a858f01588603fa01588cac8678799a,8a858f01588603fa01588cac8678799a,7,4,28,1.003611111,1.002420635,7.016944444,365,365,2555,0,0,0,1,0.285714286,2,25,28.57142857,24.9,175,301998636,7,59:01.0,58:55.0,10000,11500,15,,Bad,00:00.0,Savings,Savings,5.5878218,6.2939622,GT Bank,,Permanent,Permanent,,Test
8a858f035ab947e3015abdb1094c6d45,8a858f035ab947e3015abdb1094c6d45,7,4,28,1.018888889,1.006587302,7.046111111,365,299.8214286,2098.75,0,0,0,1,0.714285714,5,26,71.42857143,26.1,183,301992753,7,07:23.0,07:16.0,10000,10750,15,,Good,00:00.0,Savings,Savings,3.4205973,6.4428334,GT Bank,,Permanent,Permanent,,Training
8a858f035ac15096015ac26a787c0fc6,8a858f035ac15096015ac26a787c0fc6,7,4,28,1.018611111,1.006587302,7.046111111,365,299.8214286,2098.75,0,0,0,1,1,7,29,100,29,203,301994067,7,14:58.0,14:52.0,30000,34500,30,,Good,00:00.0,Savings,Savings,4.7174549,8.1655175,UBA,,Permanent,Permanent,,Test
8a858f0455d9feaf0155f787fdf02e2c,8a858f0455d9feaf0155f787fdf02e2c,7,4,28,1.018888889,1.00484127,7.033888889,365,306.7738095,2147.416667,0,0,0,1,0.428571429,3,33,42.85714286,32.4,226,301985672,7,25:13.0,24:05.0,20000,24500,30,,Good,00:00.0,Other,Other,3.4201422,6.6104318,UBA,,Self-Employed,Self-Employed,,Validation
8a858f065b1fe50a015b236489d57fb6,8a858f065b1fe50a015b236489d57fb6,7,4,28,1.019722222,1.00452381,7.031666667,365,258.9761905,1812.833333,0,0,0,1,1,7,36,100,36,252,301998900,7,37:02.0,35:51.0,30000,34500,30,,Good,00:00.0,Savings,Savings,8.5753638,7.7023491,FCMB,,Permanent,Permanent,,Validation
8a858f0656b7820c0156c88a1adb38b0,8a858f0656b7820c0156c88a1adb38b0,7,4,28,1.02,1.007222222,7.050555556,365,249.1269841,1743.888889,0,0,0,1,0.857142857,6,28,85.71428571,28,196,301981973,7,11:40.0,10:28.0,30000,36000,60,,Good,00:00.0,Other,Other,5.1567282,7.2561781,First Bank,,Self-Employed,Self-Employed,,Validation
8a858f1b5b256bc9015b2f810016616c,8a858f1b5b256bc9015b2f810016616c,7,4,28,1.019722222,1.004603175,7.032222222,365,365,2555,0,0,0,1,0.714285714,5,30,71.42857143,29.8,209,301983819,7,12:29.0,11:18.0,10000,11500,15,,Good,00:00.0,Savings,Savings,7.4994137,5.5344747,First Bank,,Permanent,Permanent,,Validation
8a858f1f5799c85e015799fe3282172c,8a858f1f5799c85e015799fe3282172c,7,4,28,1.018611111,1.005079365,7.035555556,365,299.8214286,2098.75,0,0,0,1,0.857142857,6,42,85.71428571,42.1,295,301996102,7,08:18.0,08:12.0,30000,39000,60,,Good,00:00.0,Savings,Savings,3.3958913,6.5619998,First Bank,,Permanent,Permanent,Graduate,Test
8a858f2c59cf3fcc0159cfdddff3485a,8a858f2c59cf3fcc0159cfdddff3485a,7,4,28,1.019444444,1.004404762,7.030833333,365,299.8214286,2098.75,0,0,0,1,0.714285714,5,31,71.42857143,30.3,212,301998658,7,09:15.0,09:10.0,30000,34500,30,,Good,00:00.0,Savings,Savings,9.828013,10.3058547,Keystone Bank,,Permanent,Permanent,,Validation
8a858f3c5a13bebf015a13ca0dfb0de8,8a858f3c5a13bebf015a13ca0dfb0de8,7,4,28,1.018333333,1.00468254,7.032777778,365,261.5833333,1831.083333,0,0,0,1,0.714285714,5,43,71.42857143,42.6,298,301995430,7,57:41.0,57:34.0,30000,39000,60,,Good,00:00.0,Savings,Savings,3.3056888,6.6113085,UBA,,Permanent,Permanent,,Test
8a858f3d5add42e2015ae1a08bd806dc,8a858f3d5add42e2015ae1a08bd806dc,7,4,28,1.019444444,1.00515873,7.036111111,365,286.7857143,2007.5,0,0,0,1,0.714285714,5,27,71.42857143,27,189,301998669,7,17:04.0,15:54.0,30000,34500,30,,Bad,00:00.0,Savings,Savings,3.2873318,6.6129002,GT Bank,,Permanent,Permanent,,Training
8a858f3e589c406101589f9f803e439a,8a858f3e589c406101589f9f803e439a,7,4,28,1.003611111,1.00234127,7.016388889,365,293.7380952,2056.166667,0,0,0,1,0.714285714,5,39,71.42857143,38.8,272,301967954,7,05:28.0,05:23.0,30000,34500,30,,Good,00:00.0,Savings,Savings,8.5381079,7.6802317,Diamond Bank,,Permanent,Permanent,,Test
8a858f4a584475fb015848bc78d532a6,8a858f4a584475fb015848bc78d532a6,7,4,28,1.02,1.007261905,7.050833333,365,319.8095238,2238.666667,0,0,0,1,0.714285714,5,48,71.42857143,47.4,332,301997695,7,14:00.0,13:53.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.3314938,6.5628218,UBA,,Permanent,Permanent,Graduate,Training
8a858f4b55df0f530155ebb514c354cc,8a858f4b55df0f530155ebb514c354cc,7,4,28,1.018888889,1.004761905,7.033333333,365,208.281746,1457.972222,0,0,0,1,1,7,29,100,28.6,200,302002786,7,42:27.0,42:20.0,15000,16500,30,,Good,00:00.0,Savings,Savings,8.06618,5.6860067,GT Bank,,Student,Student,,Test
8a858f5e5992fa95015993bf8b2f5694,8a858f5e5992fa95015993bf8b2f5694,7,4,28,1.004722222,1.002539683,7.017777778,365,293.7380952,2056.166667,0,0,0,1,0.714285714,5,34,71.42857143,34.2,239,301971541,7,20:26.0,20:21.0,10000,11500,30,,Good,00:00.0,Savings,Savings,6.21956,6.2547365,EcoBank,,,Unknown,,Test
8a858f6a5b1fa846015b1ff2a147401d,8a858f6a5b1fa846015b1ff2a147401d,7,4,28,1.018333333,1.004444444,7.031111111,365,299.8214286,2098.75,0,0,0,1,0.571428571,4,34,57.14285714,33.5,234,301958705,7,13:35.0,12:29.0,15000,17250,30,,Good,00:00.0,Savings,Savings,7.4102541,9.1122137,Wema Bank,,,Unknown,,Validation
8a858f6d59d116420159d25fddf45982,8a858f6d59d116420159d25fddf45982,7,4,28,1.003055556,1.002103175,7.014722222,365,287.6547619,2013.583333,0,0,0,1,0.714285714,5,37,71.42857143,36.9,258,301960524,7,22:08.0,22:02.0,30000,39000,60,,Good,00:00.0,Savings,Savings,3.2890172,6.6127517,GT Bank,,,Unknown,,Validation
8a858f6e5a951fc2015a9b293e631f3d,8a858f6e5a951fc2015a9b293e631f3d,7,4,28,1.018888889,1.004603175,7.032222222,365,299.8214286,2098.75,0,0,0,1,0.428571429,3,31,42.85714286,31,217,301969350,7,10:56.0,10:48.0,30000,39000,60,,Good,00:00.0,Savings,Savings,3.3716345,6.6164624,GT Bank,,Permanent,Permanent,,Test
8a858f7a58c218eb0158c43474d013a5,8a858f7a58c218eb0158c43474d013a5,7,4,28,1.004166667,1.002857143,7.02,365,365,2555,0,0,0,1,0.571428571,4,38,57.14285714,37.3,261,301965975,7,26:02.0,25:49.0,10000,13000,30,,Good,00:00.0,Savings,Savings,6.3217764,4.9315309,Access Bank,,Permanent,Permanent,,Test
8a858f8b57a6f4c20157aeb720821edd,8a858f8b57a6f4c20157aeb720821edd,7,4,28,1.006944444,1.003571429,7.025,365,313.7261905,2196.083333,0,0,0,1,0.714285714,5,33,71.42857143,32.8,230,301966076,7,35:25.0,35:20.0,20000,24500,30,,Good,00:00.0,Current,Other,7.5785586,9.0076987,Zenith Bank,,Permanent,Permanent,Graduate,Test
8a858f8b59e0e8980159e5bcc1e21094,8a858f8b59e0e8980159e5bcc1e21094,7,4,28,1.006666667,1.00265873,7.018611111,365,299.8214286,2098.75,0,0,0,1,0.857142857,6,29,85.71428571,29.1,204,301967428,7,15:40.0,15:35.0,30000,39000,60,,Good,00:00.0,Savings,Savings,3.4146751,6.4469348,First Bank,,Permanent,Permanent,,Training
8a858f365b2547f3015b2d7c3d736f1a,8a858f365b2547f3015b2d7c3d736f1a,7,4,28,1.018055556,1.004484127,7.031388889,365,285.0476191,1995.333333,0,0,0,1,0.714285714,5,22,71.42857143,22.2,155,301962389,7,19:28.0,18:23.0,20000,23000,30,,Bad,00:00.0,Savings,Savings,3.2948146,6.5982631,First Bank,,,Unknown,,Validation
8a858f585a6a60cc015a6a8d08ab1e9e,8a858f585a6a60cc015a6a8d08ab1e9e,7,4,28,1.003333333,1.002142857,7.015,365,293.7380952,2056.166667,0,0,0,1,0.857142857,6,36,85.71428571,35.6,249,301961034,7,07:00.0,06:56.0,30000,34500,30,,Good,00:00.0,Savings,Savings,5.2150865,7.2534991,First Bank,,Permanent,Permanent,,Validation
8a858f615aa951e2015aa957a59f07db,8a858f615aa951e2015aa957a59f07db,7,4,28,1.018611111,1.006666667,7.046666667,365,267.6666667,1873.666667,0,0,0,1,0.714285714,5,30,71.42857143,29.9,209,301958511,7,40:07.0,39:00.0,30000,34500,30,,Bad,00:00.0,Savings,Savings,3.8608847,7.3712861,Access Bank,,Permanent,Permanent,,Training
8a858f615b1ffb14015b2316f57f3839,8a858f615b1ffb14015b2316f57f3839,7,4,28,1.006111111,1.0025,7.0175,365,293.7380952,2056.166667,0,0,0,1,0.714285714,5,31,71.42857143,31,217,301973003,7,12:18.0,12:12.0,20000,24500,30,,Bad,00:00.0,Savings,Savings,3.2616629,6.5346377,First Bank,,,Unknown,,Training
